exception_id,payment_id,transaction_id,invoice_id,customer_id,payment_date,settlement_date,amount,settled_amount,invoice_amount,fees,tax,settlement_difference,invoice_difference,settlement_delay_days,issues,severity,investigation_summary,recommended_action,payment_method,currency,controller_priority,workflow,automation_status,queue_status,controller_version,ai_risk_level,likely_cause,ai_reasoning,ai_recommended_action,requires_human_review,proposed_action,action_risk,approval_required,action_status,execution_allowed,reviewer,review_decision,review_comments,execution_result,approval_status
EXC00070,PAY00414,TXN00414,INV00414,CUST0249,2026-07-09,2026-07-11,19915.28,19915.28,22689.75,298.73,53.77,0.0,-2774.470000000001,2.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹19,915.28, while invoice amount is ₹22,689.75, creating a difference of ₹2,774.47.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,WALLET,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00071,PAY00420,TXN00420,INV00420,CUST0153,2026-07-03,2026-07-05,45248.37,43504.32,45248.37,678.73,122.17,1744.050000000003,0.0,2.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹45,248.37, while settled amount is ₹43,504.32, creating a difference of ₹1,744.05.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",NETBANKING,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00072,PAY00441,TXN00441,INV00441,CUST0180,2026-08-16,,21699.02,,21699.02,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00441 for ₹21,699.02 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,CARD,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00073,PAY00447,TXN00447,INV00447,CUST0256,2026-08-10,2026-08-23,59596.01,59596.01,59596.01,893.94,160.91,0.0,0.0,13.0,DELAYED_SETTLEMENT,MEDIUM,Settlement occurred 13.0 days after payment.,Review settlement timing and check whether the delay is within the expected processing window.,UPI,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Review settlement timing and check whether the delay is within the expected processing window.,True,REVIEW_SETTLEMENT_DELAY,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00074,PAY00449,TXN00449,INV00449,CUST0035,2026-07-01,,26587.44,,26587.44,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00449 for ₹26,587.44 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,UPI,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00075,PAY00464,TXN00464,INV00464,CUST0092,2026-07-15,2026-07-17,80531.63,80531.63,81341.8,1207.97,217.43,0.0,-810.1699999999983,2.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹80,531.63, while invoice amount is ₹81,341.80, creating a difference of ₹810.17.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,UPI,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00076,PAY00468,TXN00468,INV00468,CUST0120,2026-08-04,2026-08-06,34969.16,34969.16,35475.74,524.54,94.42,0.0,-506.57999999999447,2.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹34,969.16, while invoice amount is ₹35,475.74, creating a difference of ₹506.58.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,UPI,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00077,PAY00470,TXN00470,INV00470,CUST0144,2026-07-06,2026-07-08,4868.08,3436.47,4868.08,73.02,13.14,1431.61,0.0,2.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹4,868.08, while settled amount is ₹3,436.47, creating a difference of ₹1,431.61.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",CARD,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00078,PAY00474,TXN00474,INV00474,CUST0163,2026-07-29,2026-08-01,27559.61,27559.61,27559.61,413.39,74.41,0.0,0.0,3.0,DUPLICATE_PAYMENT,MEDIUM,"Payment PAY00474 matches another payment on invoice, customer, amount and payment date.",Check transaction identifiers and payment history to determine whether the payment was processed more than once.,UPI,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Check transaction identifiers and payment history to determine whether the payment was processed more than once.,True,INVESTIGATE_DUPLICATE,HIGH,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00079,PAY00474_DUP,TXN00474_DUP,INV00474,CUST0163,2026-07-29,,27559.61,,27559.61,,,,0.0,,MISSING_SETTLEMENT;DUPLICATE_PAYMENT,MEDIUM,"Payment PAY00474_DUP for ₹27,559.61 has no settlement record. Payment PAY00474_DUP matches another payment on invoice, customer, amount and payment date.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,UPI,INR,MEDIUM,AI_INVESTIGATION,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,HIGH,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00080,PAY00488,TXN00488,INV00488,CUST0270,2026-07-16,2026-07-30,63260.06,63260.06,63260.06,948.9,170.8,0.0,0.0,14.0,DELAYED_SETTLEMENT,MEDIUM,Settlement occurred 14.0 days after payment.,Review settlement timing and check whether the delay is within the expected processing window.,UPI,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Review settlement timing and check whether the delay is within the expected processing window.,True,REVIEW_SETTLEMENT_DELAY,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00081,PAY00491,TXN00491,INV00491,CUST0184,2026-08-19,2026-08-20,58606.9,58606.9,59557.5,879.1,158.24,0.0,-950.5999999999984,1.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹58,606.90, while invoice amount is ₹59,557.50, creating a difference of ₹950.60.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,CARD,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00082,PAY00494,TXN00494,INV00494,CUST0184,2026-08-07,2026-08-08,3306.55,3306.55,3306.55,49.6,8.93,0.0,0.0,1.0,DUPLICATE_PAYMENT,MEDIUM,"Payment PAY00494 matches another payment on invoice, customer, amount and payment date.",Check transaction identifiers and payment history to determine whether the payment was processed more than once.,NETBANKING,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Check transaction identifiers and payment history to determine whether the payment was processed more than once.,True,INVESTIGATE_DUPLICATE,HIGH,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00083,PAY00494_DUP,TXN00494_DUP,INV00494,CUST0184,2026-08-07,,3306.55,,3306.55,,,,0.0,,MISSING_SETTLEMENT;DUPLICATE_PAYMENT,MEDIUM,"Payment PAY00494_DUP for ₹3,306.55 has no settlement record. Payment PAY00494_DUP matches another payment on invoice, customer, amount and payment date.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,NETBANKING,INR,MEDIUM,AI_INVESTIGATION,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,HIGH,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00084,PAY00508,TXN00508,INV00508,CUST0215,2026-07-11,2026-07-14,88512.92,87699.76,88512.92,1327.69,238.98,813.1600000000035,0.0,3.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹88,512.92, while settled amount is ₹87,699.76, creating a difference of ₹813.16.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",WALLET,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00085,PAY00521,TXN00521,INV00521,CUST0050,2026-07-06,2026-07-07,66980.05,66980.05,70133.82,1004.7,180.85,0.0,-3153.770000000004,1.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹66,980.05, while invoice amount is ₹70,133.82, creating a difference of ₹3,153.77.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,WALLET,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00086,PAY00525,TXN00525,INV00525,CUST0099,2026-07-09,2026-07-18,4746.25,4746.25,4746.25,71.19,12.81,0.0,0.0,9.0,DELAYED_SETTLEMENT,MEDIUM,Settlement occurred 9.0 days after payment.,Review settlement timing and check whether the delay is within the expected processing window.,UPI,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Review settlement timing and check whether the delay is within the expected processing window.,True,REVIEW_SETTLEMENT_DELAY,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00087,PAY00527,TXN00527,INV00527,CUST0283,2026-07-21,,85734.11,,85734.11,,,,0.0,,MISSING_SETTLEMENT,HIGH,"Payment PAY00527 for ₹85,734.11 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,WALLET,INR,HIGH,AI_INVESTIGATION,NOT_AUTOMATED,PENDING,v1.0,HIGH,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,HIGH,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00088,PAY00529,TXN00529,INV00529,CUST0299,2026-08-18,,96500.75,,96500.75,,,,0.0,,MISSING_SETTLEMENT,HIGH,"Payment PAY00529 for ₹96,500.75 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,UPI,INR,HIGH,AI_INVESTIGATION,NOT_AUTOMATED,PENDING,v1.0,HIGH,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,HIGH,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00089,PAY00534,TXN00534,INV00534,CUST0144,2026-08-01,2026-08-04,85894.36,85894.36,87420.17,1288.42,231.92,0.0,-1525.8099999999977,3.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹85,894.36, while invoice amount is ₹87,420.17, creating a difference of ₹1,525.81.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,UPI,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00090,PAY00543,TXN00543,INV00543,CUST0084,2026-08-06,2026-08-07,78093.1,76705.48,78093.1,1171.4,210.85,1387.62000000001,0.0,1.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹78,093.10, while settled amount is ₹76,705.48, creating a difference of ₹1,387.62.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",CARD,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00091,PAY00544,TXN00544,INV00544,CUST0138,2026-08-11,2026-08-12,41245.97,40245.19,41245.97,618.69,111.36,1000.7799999999988,0.0,1.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹41,245.97, while settled amount is ₹40,245.19, creating a difference of ₹1,000.78.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",UPI,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00092,PAY00549,TXN00549,INV00549,CUST0033,2026-07-22,2026-07-25,98841.92,97390.84,98841.92,1482.63,266.87,1451.0800000000015,0.0,3.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹98,841.92, while settled amount is ₹97,390.84, creating a difference of ₹1,451.08.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",NETBANKING,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00093,PAY00550,TXN00550,INV00550,CUST0153,2026-07-13,2026-07-15,15417.96,14062.95,15417.96,231.27,41.63,1355.0099999999984,0.0,2.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹15,417.96, while settled amount is ₹14,062.95, creating a difference of ₹1,355.01.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",CARD,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00094,PAY00551,TXN00551,INV00551,CUST0072,2026-08-16,2026-08-29,3032.8,3032.8,3032.8,45.49,8.19,0.0,0.0,13.0,DELAYED_SETTLEMENT,MEDIUM,Settlement occurred 13.0 days after payment.,Review settlement timing and check whether the delay is within the expected processing window.,WALLET,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Review settlement timing and check whether the delay is within the expected processing window.,True,REVIEW_SETTLEMENT_DELAY,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00095,PAY00564,TXN00564,INV00564,CUST0003,2026-07-03,2026-07-04,53611.37,53611.37,58125.4,804.17,144.75,0.0,-4514.029999999999,1.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹53,611.37, while invoice amount is ₹58,125.40, creating a difference of ₹4,514.03.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,NETBANKING,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00096,PAY00578,TXN00578,INV00578,CUST0121,2026-07-01,,1768.57,,1768.57,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00578 for ₹1,768.57 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,UPI,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00097,PAY00583,TXN00583,INV00583,CUST0088,2026-07-22,2026-07-23,36073.98,36073.98,37781.37,541.11,97.4,0.0,-1707.3899999999994,1.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹36,073.98, while invoice amount is ₹37,781.37, creating a difference of ₹1,707.39.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,WALLET,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00098,PAY00588,TXN00588,INV00588,CUST0067,2026-07-31,2026-08-01,92079.6,91859.26,92079.6,1381.19,248.61,220.34000000001103,0.0,1.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹92,079.60, while settled amount is ₹91,859.26, creating a difference of ₹220.34.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",UPI,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00099,PAY00589,TXN00589,INV00589,CUST0161,2026-07-01,2026-07-04,70604.53,70604.53,74118.83,1059.07,190.63,0.0,-3514.300000000003,3.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹70,604.53, while invoice amount is ₹74,118.83, creating a difference of ₹3,514.30.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,CARD,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00100,PAY00598,TXN00598,INV00598,CUST0156,2026-08-02,2026-08-03,56452.09,56452.09,58587.13,846.78,152.42,0.0,-2135.040000000001,1.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹56,452.09, while invoice amount is ₹58,587.13, creating a difference of ₹2,135.04.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,WALLET,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00101,PAY00604,TXN00604,INV00604,CUST0174,2026-07-07,,75836.36,,75836.36,,,,0.0,,MISSING_SETTLEMENT,HIGH,"Payment PAY00604 for ₹75,836.36 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,UPI,INR,HIGH,AI_INVESTIGATION,NOT_AUTOMATED,PENDING,v1.0,HIGH,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,HIGH,REQUIRED,VERIFIED,True,FINANCE_REVIEWER,APPROVE,Approved for controlled sandbox execution.,SANDBOX_VERIFIED,VERIFIED
EXC00102,PAY00609,TXN00609,INV00609,CUST0128,2026-07-18,2026-07-19,40088.06,40088.06,42625.87,601.32,108.24,0.0,-2537.810000000005,1.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹40,088.06, while invoice amount is ₹42,625.87, creating a difference of ₹2,537.81.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,NETBANKING,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00103,PAY00614,TXN00614,INV00614,CUST0214,2026-08-13,2026-08-14,74912.94,73819.75,74912.94,1123.69,202.26,1093.1900000000023,0.0,1.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹74,912.94, while settled amount is ₹73,819.75, creating a difference of ₹1,093.19.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",NETBANKING,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
